reading_id,node_id,reading_type,reading_value,reading_time,reading_position
193,1,1,17.40,Fri May 05 2023 00:04:17 GMT+1000 (Australian Eastern Standard Time),1
194,1,1,17.70,Fri May 05 2023 00:34:39 GMT+1000 (Australian Eastern Standard Time),1
195,1,1,17.40,Fri May 05 2023 01:03:00 GMT+1000 (Australian Eastern Standard Time),1
196,1,1,17.50,Fri May 05 2023 01:32:56 GMT+1000 (Australian Eastern Standard Time),1
197,1,1,18.00,Fri May 05 2023 02:05:49 GMT+1000 (Australian Eastern Standard Time),1
198,1,1,18.20,Fri May 05 2023 02:35:17 GMT+1000 (Australian Eastern Standard Time),1
199,1,1,18.20,Fri May 05 2023 03:09:48 GMT+1000 (Australian Eastern Standard Time),1
200,1,1,19.10,Fri May 05 2023 03:39:56 GMT+1000 (Australian Eastern Standard Time),1
201,1,1,18.60,Fri May 05 2023 04:04:36 GMT+1000 (Australian Eastern Standard Time),1
202,1,1,18.10,Fri May 05 2023 04:34:41 GMT+1000 (Australian Eastern Standard Time),1
203,1,1,18.40,Fri May 05 2023 05:03:11 GMT+1000 (Australian Eastern Standard Time),1
204,1,1,18.20,Fri May 05 2023 05:33:33 GMT+1000 (Australian Eastern Standard Time),1
205,1,1,17.80,Fri May 05 2023 06:08:03 GMT+1000 (Australian Eastern Standard Time),1
206,1,1,18.80,Fri May 05 2023 06:38:58 GMT+1000 (Australian Eastern Standard Time),1
207,1,1,18.60,Fri May 05 2023 07:01:28 GMT+1000 (Australian Eastern Standard Time),1
208,1,1,19.80,Fri May 05 2023 07:31:43 GMT+1000 (Australian Eastern Standard Time),1
209,1,1,20.10,Fri May 05 2023 08:04:17 GMT+1000 (Australian Eastern Standard Time),1
210,1,1,19.50,Fri May 05 2023 08:34:19 GMT+1000 (Australian Eastern Standard Time),1
211,1,1,20.70,Fri May 05 2023 09:08:47 GMT+1000 (Australian Eastern Standard Time),1
212,1,1,20.20,Fri May 05 2023 09:38:02 GMT+1000 (Australian Eastern Standard Time),1
213,1,1,20.40,Fri May 05 2023 10:05:42 GMT+1000 (Australian Eastern Standard Time),1
214,1,1,21.40,Fri May 05 2023 10:35:34 GMT+1000 (Australian Eastern Standard Time),1
215,1,1,23.10,Fri May 05 2023 11:05:00 GMT+1000 (Australian Eastern Standard Time),1
216,1,1,22.20,Fri May 05 2023 11:34:53 GMT+1000 (Australian Eastern Standard Time),1
217,1,1,22.00,Fri May 05 2023 12:09:19 GMT+1000 (Australian Eastern Standard Time),1
218,1,1,21.70,Fri May 05 2023 12:39:48 GMT+1000 (Australian Eastern Standard Time),1
219,1,1,21.60,Fri May 05 2023 13:01:27 GMT+1000 (Australian Eastern Standard Time),1
220,1,1,21.40,Fri May 05 2023 13:31:11 GMT+1000 (Australian Eastern Standard Time),1
221,1,1,21.20,Fri May 05 2023 14:07:50 GMT+1000 (Australian Eastern Standard Time),1
222,1,1,20.90,Fri May 05 2023 14:37:57 GMT+1000 (Australian Eastern Standard Time),1
223,1,1,20.70,Fri May 05 2023 15:02:15 GMT+1000 (Australian Eastern Standard Time),1
224,1,1,20.40,Fri May 05 2023 15:32:47 GMT+1000 (Australian Eastern Standard Time),1
225,1,1,20.30,Fri May 05 2023 16:05:58 GMT+1000 (Australian Eastern Standard Time),1
226,1,1,20.00,Fri May 05 2023 16:35:01 GMT+1000 (Australian Eastern Standard Time),1
227,1,1,19.70,Fri May 05 2023 17:02:48 GMT+1000 (Australian Eastern Standard Time),1
228,1,1,19.50,Fri May 05 2023 17:32:38 GMT+1000 (Australian Eastern Standard Time),1
229,1,1,20.10,Fri May 05 2023 18:01:54 GMT+1000 (Australian Eastern Standard Time),1
230,1,1,18.80,Fri May 05 2023 18:31:27 GMT+1000 (Australian Eastern Standard Time),1
231,1,1,18.30,Fri May 05 2023 19:03:59 GMT+1000 (Australian Eastern Standard Time),1
232,1,1,18.60,Fri May 05 2023 19:33:52 GMT+1000 (Australian Eastern Standard Time),1
233,1,1,17.10,Fri May 05 2023 20:04:07 GMT+1000 (Australian Eastern Standard Time),1
234,1,1,17.20,Fri May 05 2023 20:34:31 GMT+1000 (Australian Eastern Standard Time),1
235,1,1,17.60,Fri May 05 2023 21:05:36 GMT+1000 (Australian Eastern Standard Time),1
236,1,1,18.10,Fri May 05 2023 21:35:34 GMT+1000 (Australian Eastern Standard Time),1
237,1,1,18.10,Fri May 05 2023 22:05:11 GMT+1000 (Australian Eastern Standard Time),1
238,1,1,18.50,Fri May 05 2023 22:35:17 GMT+1000 (Australian Eastern Standard Time),1
239,1,1,18.90,Fri May 05 2023 23:09:26 GMT+1000 (Australian Eastern Standard Time),1
240,1,1,18.70,Fri May 05 2023 23:39:34 GMT+1000 (Australian Eastern Standard Time),1
241,1,1,18.00,Sat May 06 2023 00:07:06 GMT+1000 (Australian Eastern Standard Time),1
242,1,1,17.70,Sat May 06 2023 00:37:59 GMT+1000 (Australian Eastern Standard Time),1
243,1,1,18.40,Sat May 06 2023 01:05:45 GMT+1000 (Australian Eastern Standard Time),1
244,1,1,18.60,Sat May 06 2023 01:35:19 GMT+1000 (Australian Eastern Standard Time),1
245,1,1,19.30,Sat May 06 2023 02:06:21 GMT+1000 (Australian Eastern Standard Time),1
246,1,1,19.20,Sat May 06 2023 02:36:43 GMT+1000 (Australian Eastern Standard Time),1
247,1,1,19.40,Sat May 06 2023 03:07:29 GMT+1000 (Australian Eastern Standard Time),1
248,1,1,19.00,Sat May 06 2023 03:37:41 GMT+1000 (Australian Eastern Standard Time),1
249,1,1,18.80,Sat May 06 2023 04:03:21 GMT+1000 (Australian Eastern Standard Time),1
250,1,1,19.50,Sat May 06 2023 04:33:36 GMT+1000 (Australian Eastern Standard Time),1
251,1,1,19.70,Sat May 06 2023 05:01:05 GMT+1000 (Australian Eastern Standard Time),1
252,1,1,19.80,Sat May 06 2023 05:31:17 GMT+1000 (Australian Eastern Standard Time),1
253,1,1,20.60,Sat May 06 2023 06:03:47 GMT+1000 (Australian Eastern Standard Time),1
254,1,1,20.80,Sat May 06 2023 06:33:12 GMT+1000 (Australian Eastern Standard Time),1
255,1,1,18.30,Sat May 06 2023 07:09:32 GMT+1000 (Australian Eastern Standard Time),1
256,1,1,18.50,Sat May 06 2023 07:39:15 GMT+1000 (Australian Eastern Standard Time),1
257,1,1,17.90,Sat May 06 2023 08:03:36 GMT+1000 (Australian Eastern Standard Time),1
258,1,1,17.00,Sat May 06 2023 08:33:50 GMT+1000 (Australian Eastern Standard Time),1
259,1,1,20.70,Sat May 06 2023 09:04:21 GMT+1000 (Australian Eastern Standard Time),1
260,1,1,20.90,Sat May 06 2023 09:34:35 GMT+1000 (Australian Eastern Standard Time),1
261,1,1,21.70,Sat May 06 2023 10:06:39 GMT+1000 (Australian Eastern Standard Time),1
262,1,1,21.80,Sat May 06 2023 10:36:10 GMT+1000 (Australian Eastern Standard Time),1
263,1,1,22.10,Sat May 06 2023 11:09:18 GMT+1000 (Australian Eastern Standard Time),1
264,1,1,22.90,Sat May 06 2023 11:39:29 GMT+1000 (Australian Eastern Standard Time),1
265,1,1,22.60,Sat May 06 2023 12:06:30 GMT+1000 (Australian Eastern Standard Time),1
266,1,1,22.40,Sat May 06 2023 12:36:40 GMT+1000 (Australian Eastern Standard Time),1
267,1,1,22.20,Sat May 06 2023 13:02:26 GMT+1000 (Australian Eastern Standard Time),1
268,1,1,22.00,Sat May 06 2023 13:32:58 GMT+1000 (Australian Eastern Standard Time),1
269,1,1,21.50,Sat May 06 2023 14:03:19 GMT+1000 (Australian Eastern Standard Time),1
270,1,1,21.30,Sat May 06 2023 14:33:40 GMT+1000 (Australian Eastern Standard Time),1
271,1,1,21.10,Sat May 06 2023 15:03:21 GMT+1000 (Australian Eastern Standard Time),1
272,1,1,20.90,Sat May 06 2023 15:33:35 GMT+1000 (Australian Eastern Standard Time),1
273,1,1,20.70,Sat May 06 2023 16:01:50 GMT+1000 (Australian Eastern Standard Time),1
274,1,1,20.40,Sat May 06 2023 16:31:23 GMT+1000 (Australian Eastern Standard Time),1
275,1,1,20.00,Sat May 06 2023 17:05:08 GMT+1000 (Australian Eastern Standard Time),1
276,1,1,19.70,Sat May 06 2023 17:35:18 GMT+1000 (Australian Eastern Standard Time),1
277,1,1,19.70,Sat May 06 2023 18:02:10 GMT+1000 (Australian Eastern Standard Time),1
278,1,1,20.10,Sat May 06 2023 18:32:16 GMT+1000 (Australian Eastern Standard Time),1
279,1,1,20.10,Sat May 06 2023 19:07:38 GMT+1000 (Australian Eastern Standard Time),1
280,1,1,20.50,Sat May 06 2023 19:37:58 GMT+1000 (Australian Eastern Standard Time),1
281,1,1,17.10,Sat May 06 2023 20:02:53 GMT+1000 (Australian Eastern Standard Time),1
282,1,1,17.20,Sat May 06 2023 20:32:30 GMT+1000 (Australian Eastern Standard Time),1
283,1,1,16.40,Sat May 06 2023 21:03:27 GMT+1000 (Australian Eastern Standard Time),1
284,1,1,16.80,Sat May 06 2023 21:33:50 GMT+1000 (Australian Eastern Standard Time),1
