reading_id,node_id,reading_type,reading_value,reading_time,reading_position
78,1,1,21.10,2023-05-02 14:33:32,1
79,1,1,20.80,2023-05-02 15:03:54,1
80,1,1,20.60,2023-05-02 15:33:12,1
81,1,1,20.30,2023-05-02 16:04:50,1
82,1,1,19.90,2023-05-02 16:34:58,1
83,1,1,19.60,2023-05-02 17:02:54,1
84,1,1,19.40,2023-05-02 17:32:00,1
85,1,1,18.60,2023-05-02 18:04:39,1
86,1,1,20.00,2023-05-02 18:35:00,1
87,1,1,19.60,2023-05-02 19:08:23,1
88,1,1,19.60,2023-05-02 19:38:29,1
89,1,1,17.30,2023-05-02 20:05:43,1
90,1,1,18.10,2023-05-02 20:35:05,1
91,1,1,17.70,2023-05-02 21:05:36,1
92,1,1,16.70,2023-05-02 21:35:37,1
93,1,1,17.20,2023-05-02 22:04:46,1
94,1,1,17.10,2023-05-02 22:34:18,1
95,1,1,16.40,2023-05-02 23:02:56,1
96,1,1,15.70,2023-05-02 23:32:20,1
97,1,1,15.10,2023-05-03 00:01:33,1
98,1,1,14.30,2023-05-03 00:31:07,1
99,1,1,13.40,2023-05-03 01:05:01,1
100,1,1,12.70,2023-05-03 01:35:52,1
101,1,1,13.30,2023-05-03 02:00:39,1
102,1,1,13.60,2023-05-03 02:30:08,1
103,1,1,13.40,2023-05-03 03:06:38,1
104,1,1,12.70,2023-05-03 03:36:07,1
105,1,1,12.00,2023-05-03 04:02:00,1
106,1,1,12.90,2023-05-03 04:31:20,1
107,1,1,13.70,2023-05-03 05:08:35,1
108,1,1,14.00,2023-05-03 05:38:08,1
109,1,1,13.30,2023-05-03 06:04:42,1
110,1,1,12.40,2023-05-03 06:34:13,1
111,1,1,19.70,2023-05-03 07:08:59,1
112,1,1,18.90,2023-05-03 07:38:27,1
113,1,1,19.00,2023-05-03 08:04:31,1
114,1,1,19.10,2023-05-03 08:34:00,1
115,1,1,20.20,2023-05-03 09:07:00,1
116,1,1,20.90,2023-05-03 09:37:58,1
117,1,1,20.50,2023-05-03 10:07:58,1
118,1,1,20.20,2023-05-03 10:37:14,1
119,1,1,23.20,2023-05-03 11:07:48,1
120,1,1,22.70,2023-05-03 11:37:12,1
121,1,1,22.20,2023-05-03 12:01:09,1
122,1,1,21.80,2023-05-03 12:31:16,1
123,1,1,21.50,2023-05-03 13:04:32,1
124,1,1,21.40,2023-05-03 13:34:28,1
125,1,1,21.30,2023-05-03 14:09:49,1
126,1,1,20.90,2023-05-03 14:39:34,1
127,1,1,20.80,2023-05-03 15:09:14,1
128,1,1,20.40,2023-05-03 15:39:52,1
129,1,1,20.10,2023-05-03 16:04:31,1
130,1,1,20.00,2023-05-03 16:34:48,1
131,1,1,19.70,2023-05-03 17:08:25,1
132,1,1,19.40,2023-05-03 17:38:32,1
133,1,1,19.30,2023-05-03 18:04:57,1
134,1,1,19.00,2023-05-03 18:34:31,1
135,1,1,15.10,2023-05-03 19:02:31,1
136,1,1,15.10,2023-05-03 19:32:43,1
137,1,1,18.50,2023-05-03 20:07:42,1
138,1,1,19.40,2023-05-03 20:37:35,1
139,1,1,19.20,2023-05-03 21:02:31,1
140,1,1,18.70,2023-05-03 21:32:03,1
141,1,1,18.10,2023-05-03 22:08:08,1
142,1,1,17.30,2023-05-03 22:38:55,1
143,1,1,17.70,2023-05-03 23:08:42,1
144,1,1,17.40,2023-05-03 23:38:18,1
145,1,1,17.60,2023-05-04 00:07:07,1
146,1,1,17.30,2023-05-04 00:37:17,1
147,1,1,17.40,2023-05-04 01:00:45,1
148,1,1,17.10,2023-05-04 01:30:22,1
149,1,1,16.90,2023-05-04 02:04:30,1
150,1,1,17.40,2023-05-04 02:34:43,1
151,1,1,16.60,2023-05-04 03:09:48,1
152,1,1,17.40,2023-05-04 03:39:38,1
153,1,1,17.60,2023-05-04 04:04:48,1
154,1,1,18.00,2023-05-04 04:34:21,1
155,1,1,17.40,2023-05-04 05:06:35,1
156,1,1,16.70,2023-05-04 05:36:39,1
157,1,1,17.30,2023-05-04 06:08:10,1
158,1,1,16.80,2023-05-04 06:38:40,1
159,1,1,19.40,2023-05-04 07:04:07,1
160,1,1,18.20,2023-05-04 07:34:28,1
161,1,1,17.60,2023-05-04 08:07:07,1
162,1,1,16.60,2023-05-04 08:37:50,1
163,1,1,20.00,2023-05-04 09:06:39,1
164,1,1,21.20,2023-05-04 09:36:54,1
165,1,1,21.10,2023-05-04 10:01:05,1
166,1,1,21.40,2023-05-04 10:31:03,1
167,1,1,22.50,2023-05-04 11:01:17,1
168,1,1,22.60,2023-05-04 11:31:05,1
169,1,1,22.10,2023-05-04 12:04:06,1
170,1,1,21.90,2023-05-04 12:34:48,1
171,1,1,21.50,2023-05-04 13:06:37,1
172,1,1,21.00,2023-05-04 13:36:15,1
173,1,1,20.50,2023-05-04 14:04:40,1
174,1,1,20.10,2023-05-04 14:34:11,1
175,1,1,19.80,2023-05-04 15:08:43,1
176,1,1,19.60,2023-05-04 15:38:56,1
177,1,1,19.40,2023-05-04 16:00:01,1
178,1,1,19.00,2023-05-04 16:30:02,1
179,1,1,18.70,2023-05-04 17:02:52,1
180,1,1,18.30,2023-05-04 17:32:29,1
181,1,1,19.80,2023-05-04 18:01:03,1
182,1,1,19.90,2023-05-04 18:31:23,1
183,1,1,19.50,2023-05-04 19:06:32,1
184,1,1,19.60,2023-05-04 19:36:29,1
185,1,1,18.10,2023-05-04 20:09:14,1
186,1,1,18.30,2023-05-04 20:39:30,1
187,1,1,18.20,2023-05-04 21:02:53,1
188,1,1,18.70,2023-05-04 21:32:48,1
189,1,1,18.00,2023-05-04 22:03:11,1
190,1,1,18.50,2023-05-04 22:34:00,1
191,1,1,18.60,2023-05-04 23:09:26,1
192,1,1,18.20,2023-05-04 23:39:37,1
193,1,1,17.40,2023-05-05 00:04:17,1
194,1,1,17.70,2023-05-05 00:34:39,1
195,1,1,17.40,2023-05-05 01:03:00,1
196,1,1,17.50,2023-05-05 01:32:56,1
197,1,1,18.00,2023-05-05 02:05:49,1
198,1,1,18.20,2023-05-05 02:35:17,1
199,1,1,18.20,2023-05-05 03:09:48,1
200,1,1,19.10,2023-05-05 03:39:56,1
201,1,1,18.60,2023-05-05 04:04:36,1
202,1,1,18.10,2023-05-05 04:34:41,1
203,1,1,18.40,2023-05-05 05:03:11,1
204,1,1,18.20,2023-05-05 05:33:33,1
205,1,1,17.80,2023-05-05 06:08:03,1
206,1,1,18.80,2023-05-05 06:38:58,1
207,1,1,18.60,2023-05-05 07:01:28,1
208,1,1,19.80,2023-05-05 07:31:43,1
209,1,1,20.10,2023-05-05 08:04:17,1
210,1,1,19.50,2023-05-05 08:34:19,1
211,1,1,20.70,2023-05-05 09:08:47,1
212,1,1,20.20,2023-05-05 09:38:02,1
213,1,1,20.40,2023-05-05 10:05:42,1
214,1,1,21.40,2023-05-05 10:35:34,1
215,1,1,23.10,2023-05-05 11:05:00,1
216,1,1,22.20,2023-05-05 11:34:53,1
217,1,1,22.00,2023-05-05 12:09:19,1
218,1,1,21.70,2023-05-05 12:39:48,1
219,1,1,21.60,2023-05-05 13:01:27,1
220,1,1,21.40,2023-05-05 13:31:11,1
221,1,1,21.20,2023-05-05 14:07:50,1
222,1,1,20.90,2023-05-05 14:37:57,1
223,1,1,20.70,2023-05-05 15:02:15,1
224,1,1,20.40,2023-05-05 15:32:47,1
225,1,1,20.30,2023-05-05 16:05:58,1
226,1,1,20.00,2023-05-05 16:35:01,1
227,1,1,19.70,2023-05-05 17:02:48,1
228,1,1,19.50,2023-05-05 17:32:38,1
229,1,1,20.10,2023-05-05 18:01:54,1
230,1,1,18.80,2023-05-05 18:31:27,1
231,1,1,18.30,2023-05-05 19:03:59,1
232,1,1,18.60,2023-05-05 19:33:52,1
233,1,1,17.10,2023-05-05 20:04:07,1
234,1,1,17.20,2023-05-05 20:34:31,1
235,1,1,17.60,2023-05-05 21:05:36,1
236,1,1,18.10,2023-05-05 21:35:34,1
237,1,1,18.10,2023-05-05 22:05:11,1
238,1,1,18.50,2023-05-05 22:35:17,1
239,1,1,18.90,2023-05-05 23:09:26,1
240,1,1,18.70,2023-05-05 23:39:34,1
241,1,1,18.00,2023-05-06 00:07:06,1
242,1,1,17.70,2023-05-06 00:37:59,1
243,1,1,18.40,2023-05-06 01:05:45,1
244,1,1,18.60,2023-05-06 01:35:19,1
245,1,1,19.30,2023-05-06 02:06:21,1
246,1,1,19.20,2023-05-06 02:36:43,1
247,1,1,19.40,2023-05-06 03:07:29,1
248,1,1,19.00,2023-05-06 03:37:41,1
249,1,1,18.80,2023-05-06 04:03:21,1
250,1,1,19.50,2023-05-06 04:33:36,1
251,1,1,19.70,2023-05-06 05:01:05,1
252,1,1,19.80,2023-05-06 05:31:17,1
253,1,1,20.60,2023-05-06 06:03:47,1
254,1,1,20.80,2023-05-06 06:33:12,1
255,1,1,18.30,2023-05-06 07:09:32,1
256,1,1,18.50,2023-05-06 07:39:15,1
257,1,1,17.90,2023-05-06 08:03:36,1
258,1,1,17.00,2023-05-06 08:33:50,1
259,1,1,20.70,2023-05-06 09:04:21,1
260,1,1,20.90,2023-05-06 09:34:35,1
261,1,1,21.70,2023-05-06 10:06:39,1
262,1,1,21.80,2023-05-06 10:36:10,1
263,1,1,22.10,2023-05-06 11:09:18,1
264,1,1,22.90,2023-05-06 11:39:29,1
265,1,1,22.60,2023-05-06 12:06:30,1
266,1,1,22.40,2023-05-06 12:36:40,1
267,1,1,22.20,2023-05-06 13:02:26,1
268,1,1,22.00,2023-05-06 13:32:58,1
269,1,1,21.50,2023-05-06 14:03:19,1
270,1,1,21.30,2023-05-06 14:33:40,1
271,1,1,21.10,2023-05-06 15:03:21,1
272,1,1,20.90,2023-05-06 15:33:35,1
273,1,1,20.70,2023-05-06 16:01:50,1
274,1,1,20.40,2023-05-06 16:31:23,1
275,1,1,20.00,2023-05-06 17:05:08,1
276,1,1,19.70,2023-05-06 17:35:18,1
277,1,1,19.70,2023-05-06 18:02:10,1
278,1,1,20.10,2023-05-06 18:32:16,1
279,1,1,20.10,2023-05-06 19:07:38,1
280,1,1,20.50,2023-05-06 19:37:58,1
281,1,1,17.10,2023-05-06 20:02:53,1
282,1,1,17.20,2023-05-06 20:32:30,1
283,1,1,16.40,2023-05-06 21:03:27,1
284,1,1,16.80,2023-05-06 21:33:50,1
285,1,1,15.80,2023-05-06 22:02:33,1
286,1,1,15.60,2023-05-06 22:32:27,1
287,1,1,14.70,2023-05-06 23:07:32,1
288,1,1,14.60,2023-05-06 23:37:41,1
289,1,1,14.00,2023-05-07 00:05:52,1
290,1,1,13.70,2023-05-07 00:35:53,1
291,1,1,14.40,2023-05-07 01:00:04,1
292,1,1,14.30,2023-05-07 01:30:39,1
293,1,1,14.80,2023-05-07 02:02:41,1
294,1,1,14.70,2023-05-07 02:32:07,1
295,1,1,14.90,2023-05-07 03:07:43,1
296,1,1,15.50,2023-05-07 03:37:45,1
297,1,1,15.40,2023-05-07 04:09:52,1
298,1,1,16.40,2023-05-07 04:39:17,1
299,1,1,16.40,2023-05-07 05:09:23,1
300,1,1,15.50,2023-05-07 05:39:36,1
301,1,1,15.10,2023-05-07 06:05:21,1
302,1,1,15.10,2023-05-07 06:35:23,1
303,1,1,19.10,2023-05-07 07:02:51,1
304,1,1,19.80,2023-05-07 07:32:11,1
305,1,1,19.80,2023-05-07 08:00:22,1
306,1,1,19.90,2023-05-07 08:30:05,1
307,1,1,21.50,2023-05-07 09:01:11,1
308,1,1,20.90,2023-05-07 09:31:13,1
309,1,1,21.60,2023-05-07 10:03:18,1
310,1,1,22.40,2023-05-07 10:33:39,1
311,1,1,22.60,2023-05-07 11:04:15,1
312,1,1,22.70,2023-05-07 11:34:37,1
313,1,1,22.40,2023-05-07 12:08:49,1
314,1,1,22.20,2023-05-07 12:38:17,1
315,1,1,21.90,2023-05-07 13:07:25,1
316,1,1,21.80,2023-05-07 13:37:39,1
317,1,1,21.40,2023-05-07 14:03:14,1
318,1,1,21.10,2023-05-07 14:33:53,1
319,1,1,20.70,2023-05-07 15:03:52,1
320,1,1,20.40,2023-05-07 15:33:14,1
321,1,1,20.20,2023-05-07 16:09:17,1
322,1,1,19.80,2023-05-07 16:39:24,1
323,1,1,19.60,2023-05-07 17:00:15,1
324,1,1,19.40,2023-05-07 17:30:32,1
325,1,1,19.40,2023-05-07 18:06:48,1
326,1,1,19.40,2023-05-07 18:36:31,1
327,1,1,19.30,2023-05-07 19:02:08,1
328,1,1,19.50,2023-05-07 19:32:23,1
329,1,1,17.60,2023-05-07 20:03:46,1
330,1,1,17.10,2023-05-07 20:33:29,1
331,1,1,16.60,2023-05-07 21:09:12,1
332,1,1,16.40,2023-05-07 21:39:20,1
333,1,1,16.80,2023-05-07 22:02:45,1
334,1,1,17.20,2023-05-07 22:32:08,1
335,1,1,16.90,2023-05-07 23:05:00,1
336,1,1,16.10,2023-05-07 23:34:48,1
337,1,1,15.10,2023-05-08 00:01:37,1
338,1,1,14.60,2023-05-08 00:31:06,1
339,1,1,15.60,2023-05-08 01:04:25,1
340,1,1,14.90,2023-05-08 01:34:45,1
341,1,1,15.10,2023-05-08 02:05:56,1
342,1,1,15.90,2023-05-08 02:35:38,1
343,1,1,16.40,2023-05-08 03:02:26,1
344,1,1,17.30,2023-05-08 03:32:21,1
345,1,1,16.60,2023-05-08 04:08:09,1
346,1,1,16.60,2023-05-08 04:38:47,1
347,1,1,16.80,2023-05-08 05:07:53,1
348,1,1,17.30,2023-05-08 05:37:31,1
349,1,1,16.60,2023-05-08 06:06:40,1
350,1,1,16.80,2023-05-08 06:36:14,1
351,1,1,19.30,2023-05-08 07:09:43,1
352,1,1,18.60,2023-05-08 07:39:30,1
353,1,1,18.80,2023-05-08 08:01:19,1
354,1,1,19.50,2023-05-08 08:31:10,1
355,1,1,20.20,2023-05-08 09:09:58,1
356,1,1,21.20,2023-05-08 09:39:27,1
357,1,1,22.00,2023-05-08 10:05:21,1
358,1,1,21.90,2023-05-08 10:35:44,1
359,1,1,22.50,2023-05-08 11:06:17,1
360,1,1,22.60,2023-05-08 11:36:21,1
361,1,1,22.10,2023-05-08 12:05:19,1
362,1,1,21.80,2023-05-08 12:35:53,1
363,1,1,21.30,2023-05-08 13:02:07,1
364,1,1,21.20,2023-05-08 13:32:09,1
365,1,1,20.90,2023-05-08 14:08:00,1
366,1,1,20.70,2023-05-08 14:37:23,1
367,1,1,20.30,2023-05-08 15:06:11,1
368,1,1,19.90,2023-05-08 15:36:45,1
369,1,1,19.80,2023-05-08 16:05:51,1
370,1,1,19.50,2023-05-08 16:35:51,1
371,1,1,19.30,2023-05-08 17:08:00,1
372,1,1,19.00,2023-05-08 17:38:44,1
373,1,1,18.90,2023-05-08 18:07:10,1
374,1,1,19.90,2023-05-08 18:37:26,1
375,1,1,20.20,2023-05-08 19:08:49,1
376,1,1,20.20,2023-05-08 19:38:08,1
377,1,1,18.90,2023-05-08 20:02:19,1
378,1,1,18.00,2023-05-08 20:32:31,1
379,1,1,18.40,2023-05-08 21:07:21,1
380,1,1,17.70,2023-05-08 21:37:29,1
381,1,1,17.70,2023-05-08 22:00:16,1
382,1,1,17.00,2023-05-08 22:30:23,1
383,1,1,17.00,2023-05-08 23:09:41,1
384,1,1,17.30,2023-05-08 23:39:29,1
385,1,1,17.10,2023-05-09 00:03:50,1
386,1,1,17.20,2023-05-09 00:33:28,1
387,1,1,16.80,2023-05-09 01:02:34,1
388,1,1,17.40,2023-05-09 01:32:09,1
389,1,1,18.00,2023-05-09 02:05:31,1
390,1,1,17.00,2023-05-09 02:35:12,1
391,1,1,16.80,2023-05-09 03:02:11,1
392,1,1,16.40,2023-05-09 03:32:27,1
393,1,1,16.80,2023-05-09 04:04:39,1
394,1,1,16.50,2023-05-09 04:34:07,1
395,1,1,15.80,2023-05-09 05:03:52,1
396,1,1,15.80,2023-05-09 05:33:39,1
397,1,1,15.50,2023-05-09 06:07:41,1
398,1,1,15.10,2023-05-09 06:37:06,1
399,1,1,18.10,2023-05-09 07:05:18,1
400,1,1,19.70,2023-05-09 07:35:41,1
401,1,1,19.60,2023-05-09 08:03:04,1
402,1,1,20.30,2023-05-09 08:33:58,1
403,1,1,21.20,2023-05-09 09:03:46,1
404,1,1,20.20,2023-05-09 09:33:52,1
405,1,1,20.00,2023-05-09 10:06:34,1
406,1,1,19.60,2023-05-09 10:36:51,1
407,1,1,22.00,2023-05-09 11:00:24,1
408,1,1,23.20,2023-05-09 11:30:37,1
409,1,1,22.90,2023-05-09 12:04:09,1
410,1,1,22.70,2023-05-09 12:34:47,1
411,1,1,22.20,2023-05-09 13:03:42,1
412,1,1,22.00,2023-05-09 13:33:10,1
413,1,1,21.80,2023-05-09 14:00:07,1
414,1,1,21.60,2023-05-09 14:30:01,1
415,1,1,21.30,2023-05-09 15:04:45,1
416,1,1,21.20,2023-05-09 15:34:44,1
417,1,1,20.90,2023-05-09 16:00:41,1
418,1,1,20.50,2023-05-09 16:30:39,1
419,1,1,20.30,2023-05-09 17:01:54,1
420,1,1,19.90,2023-05-09 17:31:44,1
421,1,1,18.50,2023-05-09 18:00:51,1
422,1,1,19.60,2023-05-09 18:30:20,1
423,1,1,19.70,2023-05-09 19:08:13,1
424,1,1,19.40,2023-05-09 19:38:03,1
425,1,1,19.30,2023-05-09 20:09:29,1
426,1,1,18.90,2023-05-09 20:39:31,1
427,1,1,18.10,2023-05-09 21:06:31,1
428,1,1,18.20,2023-05-09 21:36:26,1
429,1,1,17.80,2023-05-09 22:02:15,1
430,1,1,17.40,2023-05-09 22:32:47,1
431,1,1,16.60,2023-05-09 23:06:34,1
432,1,1,16.70,2023-05-09 23:36:21,1
433,1,1,17.20,2023-05-10 00:05:40,1
434,1,1,16.80,2023-05-10 00:35:55,1
435,1,1,17.60,2023-05-10 01:02:33,1
436,1,1,17.60,2023-05-10 01:32:44,1
437,1,1,18.50,2023-05-10 02:08:10,1
438,1,1,18.60,2023-05-10 02:38:38,1
439,1,1,18.30,2023-05-10 03:01:09,1
440,1,1,19.20,2023-05-10 03:31:06,1
441,1,1,19.20,2023-05-10 04:03:19,1
442,1,1,19.30,2023-05-10 04:33:31,1
443,1,1,19.90,2023-05-10 05:09:59,1
444,1,1,20.00,2023-05-10 05:39:17,1
445,1,1,19.20,2023-05-10 06:02:10,1
446,1,1,19.90,2023-05-10 06:32:41,1
447,1,1,18.40,2023-05-10 07:02:50,1
448,1,1,18.90,2023-05-10 07:32:08,1
449,1,1,19.90,2023-05-10 08:05:41,1
450,1,1,20.60,2023-05-10 08:35:05,1
451,1,1,20.00,2023-05-10 09:09:56,1
452,1,1,21.10,2023-05-10 09:39:33,1
453,1,1,21.20,2023-05-10 10:06:46,1
454,1,1,21.50,2023-05-10 10:36:34,1
455,1,1,22.70,2023-05-10 11:08:49,1
456,1,1,22.30,2023-05-10 11:38:21,1
457,1,1,22.20,2023-05-10 12:07:40,1
458,1,1,21.90,2023-05-10 12:37:00,1
459,1,1,21.70,2023-05-10 13:08:53,1
460,1,1,21.20,2023-05-10 13:38:39,1
461,1,1,20.90,2023-05-10 14:08:04,1
462,1,1,20.60,2023-05-10 14:38:13,1
463,1,1,20.40,2023-05-10 15:03:00,1
464,1,1,20.00,2023-05-10 15:32:38,1
465,1,1,19.60,2023-05-10 16:07:59,1
466,1,1,19.20,2023-05-10 16:37:53,1
467,1,1,18.80,2023-05-10 17:07:55,1
468,1,1,18.60,2023-05-10 17:37:00,1
469,1,1,19.90,2023-05-10 18:00:47,1
470,1,1,19.80,2023-05-10 18:30:11,1
471,1,1,19.70,2023-05-10 19:03:03,1
472,1,1,20.00,2023-05-10 19:33:15,1
473,1,1,17.40,2023-05-10 20:05:42,1
474,1,1,17.60,2023-05-10 20:35:27,1
475,1,1,17.50,2023-05-10 21:02:06,1
476,1,1,17.40,2023-05-10 21:32:33,1
477,1,1,16.60,2023-05-10 22:04:59,1
478,1,1,16.30,2023-05-10 22:35:00,1
479,1,1,16.50,2023-05-10 23:05:18,1
480,1,1,16.10,2023-05-10 23:35:43,1
481,1,1,15.50,2023-05-11 00:07:24,1
482,1,1,16.00,2023-05-11 00:37:12,1
483,1,1,15.90,2023-05-11 01:02:18,1
484,1,1,15.20,2023-05-11 01:32:43,1
485,1,1,14.30,2023-05-11 02:01:13,1
486,1,1,14.80,2023-05-11 02:31:38,1
487,1,1,14.20,2023-05-11 03:04:12,1
488,1,1,13.90,2023-05-11 03:34:51,1
489,1,1,13.10,2023-05-11 04:05:21,1
490,1,1,12.50,2023-05-11 04:36:00,1
491,1,1,12.10,2023-05-11 05:02:57,1
492,1,1,11.60,2023-05-11 05:32:11,1
493,1,1,12.40,2023-05-11 06:08:54,1
494,1,1,12.30,2023-05-11 06:38:42,1
495,1,1,19.20,2023-05-11 07:06:54,1
496,1,1,18.90,2023-05-11 07:36:18,1
497,1,1,18.20,2023-05-11 08:07:43,1
498,1,1,17.80,2023-05-11 08:37:38,1
499,1,1,20.70,2023-05-11 09:05:11,1
500,1,1,21.10,2023-05-11 09:35:54,1
501,1,1,20.90,2023-05-11 10:05:37,1
502,1,1,21.60,2023-05-11 10:35:50,1
503,1,1,21.90,2023-05-11 11:05:37,1
504,1,1,22.60,2023-05-11 11:35:01,1
505,1,1,22.30,2023-05-11 12:09:41,1
506,1,1,21.90,2023-05-11 12:39:42,1
507,1,1,21.60,2023-05-11 13:02:49,1
508,1,1,21.10,2023-05-11 13:32:49,1
509,1,1,20.90,2023-05-11 14:03:29,1
510,1,1,20.60,2023-05-11 14:33:51,1
511,1,1,20.10,2023-05-11 15:07:00,1
512,1,1,19.80,2023-05-11 15:36:42,1
513,1,1,19.60,2023-05-11 16:08:26,1
514,1,1,19.50,2023-05-11 16:38:58,1
515,1,1,19.20,2023-05-11 17:01:40,1
516,1,1,18.80,2023-05-11 17:31:49,1
517,1,1,19.10,2023-05-11 18:05:13,1
518,1,1,19.80,2023-05-11 18:35:29,1
519,1,1,19.80,2023-05-11 19:09:28,1
520,1,1,19.70,2023-05-11 19:39:28,1
521,1,1,18.40,2023-05-11 20:07:43,1
522,1,1,18.60,2023-05-11 20:37:08,1
523,1,1,18.50,2023-05-11 21:08:31,1
524,1,1,17.90,2023-05-11 21:38:36,1
525,1,1,18.30,2023-05-11 22:02:01,1
526,1,1,17.80,2023-05-11 22:32:27,1
527,1,1,16.80,2023-05-11 23:07:32,1
528,1,1,16.80,2023-05-11 23:37:23,1
529,1,1,16.60,2023-05-12 00:01:09,1
530,1,1,16.90,2023-05-12 00:31:40,1
531,1,1,16.20,2023-05-12 01:05:12,1
532,1,1,16.10,2023-05-12 01:35:50,1
533,1,1,17.00,2023-05-12 02:03:34,1
534,1,1,17.30,2023-05-12 02:33:50,1
535,1,1,16.60,2023-05-12 03:04:29,1
536,1,1,15.90,2023-05-12 03:34:26,1
537,1,1,15.00,2023-05-12 04:00:17,1
538,1,1,15.10,2023-05-12 04:30:29,1
539,1,1,14.10,2023-05-12 05:08:53,1
540,1,1,14.20,2023-05-12 05:38:51,1
541,1,1,14.00,2023-05-12 06:02:46,1
542,1,1,13.10,2023-05-12 06:32:46,1
543,1,1,19.40,2023-05-12 07:06:00,1
544,1,1,18.10,2023-05-12 07:35:07,1
545,1,1,18.50,2023-05-12 08:06:00,1
546,1,1,17.70,2023-05-12 08:36:08,1
547,1,1,20.50,2023-05-12 09:00:28,1
548,1,1,21.50,2023-05-12 09:30:24,1
549,1,1,22.10,2023-05-12 10:02:20,1
550,1,1,22.50,2023-05-12 10:32:50,1
551,1,1,22.50,2023-05-12 11:08:13,1
552,1,1,23.30,2023-05-12 11:38:27,1
553,1,1,23.00,2023-05-12 12:09:12,1
554,1,1,22.80,2023-05-12 12:39:19,1
555,1,1,22.70,2023-05-12 13:06:35,1
556,1,1,22.30,2023-05-12 13:36:06,1
557,1,1,22.20,2023-05-12 14:04:33,1
